SITE_ID1,CELL_NAME1,RatBandShort1,SITE_ID2,CELL_NAME,RatBandShort2,HO Execution Successes [#]
B1SVE,JB1SVE1,L18,B1RDL,TB1RDL1,L08,0
B1SVE,JB1SVE1,L18,B1RDL,VB1RDL1,L09,0
B1SVE,JB1SVE1,L18,B1RDL,JB1RDL1,L18,3
B1SVE,JB1SVE1,L18,B1RYB,VB1RYB2,L09,0
B1SVE,JB1SVE1,L18,B1RYB,JB1RYB2,L18,0
B1SVE,JB1SVE1,L18,B1SKP,TB1SKP2,L08,0
B1SVE,JB1SVE1,L18,B1SKP,TB1SKP4,L08,0
B1SVE,JB1SVE1,L18,B1SKP,JB1SKP4,L18,0
B1SVE,JB1SVE1,L18,B1STE,JB1STE3,L18,372
B1SVE,JB1SVE1,L18,B1SUL,JB1SUL1,L18,47
B1SVE,JB1SVE1,L18,B1SVE,SB1SVE1,L07,2108
B1SVE,JB1SVE1,L18,B1SVE,TB1SVE1,L08,4041
B1SVE,JB1SVE1,L18,B1SVE,TB1SVE2,L08,603
B1SVE,JB1SVE1,L18,B1SVE,TB1SVE3,L08,92
B1SVE,JB1SVE1,L18,B1SVE,VB1SVE2,L09,361
B1SVE,JB1SVE1,L18,B1SVE,VB1SVE3,L09,100
B1SVE,JB1SVE1,L18,B1ZID,JB1ZID1,L18,2531
B1SVE,JB1SVE1,L18,B1ZID,JB1ZID2,L18,90
B1SVE,JB1SVE1,L18,B1ZIZ,JB1ZIZ2,L18,3
B1SVE,JB1SVE1,L18,B2APO,JB2APO2,L18,4
B1SVE,JB1SVE1,L18,B2BAL,JB2BAL2,L18,1554
B1SVE,JB1SVE1,L18,B2BAL,JB2BAL3,L18,59
B1SVE,JB1SVE1,L18,B2BIL,JB2BIL2,L18,23
B1SVE,JB1SVE1,L18,B2BRE,JB2BRE1,L18,411
B1SVE,JB1SVE1,L18,B2CIE,JB2CIE1,L18,2182
B1SVE,JB1SVE1,L18,B2DOM,JB2DOM2,L18,3
B1SVE,JB1SVE1,L18,B2EUD,VB2EUD1,L09,1
B1SVE,JB1SVE1,L18,B2EUD,VB2EUD2,L09,0
B1SVE,JB1SVE1,L18,B2EUD,JB2EUD1,L18,1
B1SVE,JB1SVE1,L18,B2EUD,JB2EUD3,L18,0
B1SVE,JB1SVE1,L18,B2EUR,JB2EUR1,L18,60
B1SVE,JB1SVE1,L18,B2EUR,JB2EUR2,L18,461
B1SVE,JB1SVE1,L18,B2EXN,JB2EXN2,L18,114
B1SVE,JB1SVE1,L18,B2HRA,JB2HRA2,L18,0
B1SVE,JB1SVE1,L18,B2HRA,JB2HRA3,L18,29
B1SVE,JB1SVE1,L18,B2JAR,TB2JAR3,L08,0
B1SVE,JB1SVE1,L18,B2JAR,VB2JAR3,L09,0
B1SVE,JB1SVE1,L18,B2JAR,JB2JAR3,L18,3
B1SVE,JB1SVE1,L18,B2LUC,JB2LUC2,L18,110
B1SVE,JB1SVE1,L18,B2MIE,JB2MIE1,L18,977
B1SVE,JB1SVE1,L18,B2NAR,JB2NAR1,L18,0
B1SVE,JB1SVE1,L18,B2POD,JB2POD1,L18,206
B1SVE,JB1SVE1,L18,B2POD,JB2POD2,L18,253
B1SVE,JB1SVE1,L18,B2POD,JB2POD3,L18,38
B1SVE,JB1SVE1,L18,B2POL,JB2POL1,L18,737
B1SVE,JB1SVE1,L18,B2PRE,JB2PRE2,L18,0
B1SVE,JB1SVE1,L18,B2PRI,JB2PRI1,L18,253
B1SVE,JB1SVE1,L18,B2PRS,JB2PRS2,L18,24
B1SVE,JB1SVE1,L18,B2PTR,JB2PTR2,L18,105
B1SVE,JB1SVE1,L18,B2RUM,VB2RUM3,L09,0
B1SVE,JB1SVE1,L18,B2RUM,JB2RUM2,L18,26
B1SVE,JB1SVE1,L18,B2RUM,JB2RUM3,L18,9
B1SVE,JB1SVE1,L18,B2SCO,JB2SCO1,L18,65
B1SVE,JB1SVE1,L18,B2SCO,JB2SCO2,L18,0
B1SVE,JB1SVE1,L18,B2STR,JB2STR2,L18,8
B1SVE,JB1SVE1,L18,B2VHD,JB2VHD2,L18,1546
B1SVE,JB1SVE1,L18,B2VHR,VB2VHR1,L09,1
B1SVE,JB1SVE1,L18,B2VHR,JB2VHR1,L18,33
B1SVE,JB1SVE1,L18,B2VHR,JB2VHR2,L18,242
B1SVE,JB1SVE1,L18,B2VIN,JB2VIN1,L18,870
B1SVE,JB1SVE1,L18,B2VLH,TB2VLH1,L08,0
B1SVE,JB1SVE1,L18,B2VLH,JB2VLH2,L18,177
B1SVE,JB1SVE1,L18,B2VUP,JB2VUP1,L18,27
B1SVE,JB1SVE1,L18,B2ZVD,TB2ZVD1,L08,12
B1SVE,JB1SVE1,L18,B2ZVD,VB2ZVD1,L09,8
B1SVE,JB1SVE1,L18,B2ZVD,JB2ZVD1,L18,192
B1SVE,JB1SVE1,L18,B3RAC,VB3RAC3,L09,0
B1SVE,JB1SVE1,L18,B3ROZ,VB3ROZ2,L09,0
B1SVE,JB1SVE1,L18,B3ROZ,JB3ROZ2,L18,3
B1SVE,JB1SVE1,L18,B3TUH,JB3TUH2,L18,0
B1SVE,JB1SVE1,L18,B4DUC,JB4DUC2,L18,4
B1SVE,JB1SVE1,L18,B4JAM,JB4JAM3,L18,0
B1SVE,JB1SVE1,L18,B4LAC,TB4LAC2,L08,0
B1SVE,JB1SVE1,L18,B4LAC,VB4LAC2,L09,0
B1SVE,JB1SVE1,L18,B4LAC,JB4LAC2,L18,1
B1SVE,JB1SVE1,L18,B4MLD,VB4MLD1,L09,0
B1SVE,JB1SVE1,L18,B4MLD,JB4MLD1,L18,0
B1SVE,JB1SVE1,L18,B4PRI,VB4PRI1,L09,0
B1SVE,JB1SVE1,L18,B4PRI,JB4PRI1,L18,0
B1SVE,JB1SVE1,L18,B5HAL,JB5HAL1,L18,147
B1SVE,JB1SVE1,L18,B5KOZ,JB5KOZ3,L18,6
B1SVE,JB1SVE1,L18,B5MED,JB5MED2,L18,36
B1SVE,JB1SVE1,L18,B5ZNI,TB5ZNI3,L08,0
B1SVE,JB1SVE2,L18,B1BOR,TB1BOR1,L08,337
B1SVE,JB1SVE2,L18,B1BOR,TB1BOR2,L08,2723
B1SVE,JB1SVE2,L18,B1BOR,VB1BOR1,L09,222
B1SVE,JB1SVE2,L18,B1BOR,VB1BOR2,L09,2118
B1SVE,JB1SVE2,L18,B1BOR,JB1BOR1,L18,2986
B1SVE,JB1SVE2,L18,B1BOR,JB1BOR2,L18,15465
B1SVE,JB1SVE2,L18,B1BUI,TB1BUI1,L08,924
B1SVE,JB1SVE2,L18,B1BUI,VB1BUI1,L09,199
B1SVE,JB1SVE2,L18,B1BUI,JB1BUI1,L18,1172
B1SVE,JB1SVE2,L18,B1DRO,TB1DRO1,L08,145
B1SVE,JB1SVE2,L18,B1DRO,VB1DRO1,L09,242
B1SVE,JB1SVE2,L18,B1DRO,JB1DRO1,L18,658
B1SVE,JB1SVE2,L18,B1HUN,TB1HUN3,L08,0
B1SVE,JB1SVE2,L18,B1LEH,JB1LEH3,L18,4741
B1SVE,JB1SVE2,L18,B1MCU,JB1MCU3,L18,137
B1SVE,JB1SVE2,L18,B1MED,TB1MED3,L08,1
B1SVE,JB1SVE2,L18,B1MED,VB1MED3,L09,102
B1SVE,JB1SVE2,L18,B1MED,JB1MED3,L18,13
B1SVE,JB1SVE2,L18,B1NLS,TB1NLS2,L08,622
B1SVE,JB1SVE2,L18,B1NLS,VB1NLS2,L09,175
B1SVE,JB1SVE2,L18,B1NLS,JB1NLS2,L18,79550
B1SVE,JB1SVE2,L18,B1NSV,JB1NSV3,L18,19820
B1SVE,JB1SVE2,L18,B1PAL,TB1PAL2,L08,1
B1SVE,JB1SVE2,L18,B1PAL,TB1PAL3,L08,6630
B1SVE,JB1SVE2,L18,B1PAL,VB1PAL3,L09,3096
B1SVE,JB1SVE2,L18,B1PAL,JB1PAL1,L18,151
B1SVE,JB1SVE2,L18,B1PAL,JB1PAL2,L18,18080
B1SVE,JB1SVE2,L18,B1PAL,JB1PAL3,L18,10976
B1SVE,JB1SVE2,L18,B1PAR,TB1PAR2,L08,0
B1SVE,JB1SVE2,L18,B1PAR,JB1PAR1,L18,204
B1SVE,JB1SVE2,L18,B1PAR,JB1PAR2,L18,38
B1SVE,JB1SVE2,L18,B1PLR,JB1PLR2,L18,0
B1SVE,JB1SVE2,L18,B1PRI,JB1PRI2,L18,41
B1SVE,JB1SVE2,L18,B1RDL,TB1RDL2,L08,0
B1SVE,JB1SVE2,L18,B1RDL,JB1RDL1,L18,2
B1SVE,JB1SVE2,L18,B1RYB,JB1RYB2,L18,29
B1SVE,JB1SVE2,L18,B1SKP,TB1SKP4,L08,0
B1SVE,JB1SVE2,L18,B1SVE,SB1SVE2,L07,6223
B1SVE,JB1SVE2,L18,B1SVE,TB1SVE1,L08,165
B1SVE,JB1SVE2,L18,B1SVE,TB1SVE2,L08,7108
B1SVE,JB1SVE2,L18,B1SVE,TB1SVE3,L08,18
B1SVE,JB1SVE2,L18,B1SVE,VB1SVE1,L09,129
B1SVE,JB1SVE2,L18,B1SVE,VB1SVE3,L09,47
B1SVE,JB1SVE2,L18,B1SVE,JB1SVE1,L18,22992
B1SVE,JB1SVE2,L18,B1VYS,JB1VYS2,L18,8
B1SVE,JB1SVE2,L18,B1ZID,TB1ZID1,L08,0
B1SVE,JB1SVE2,L18,B1ZID,JB1ZID1,L18,3
B1SVE,JB1SVE2,L18,B1ZIZ,VB1ZIZ3,L09,0
B1SVE,JB1SVE2,L18,B1ZIZ,JB1ZIZ2,L18,111
B1SVE,JB1SVE2,L18,B1ZIZ,JB1ZIZ3,L18,492
B1SVE,JB1SVE2,L18,B2APO,VB2APO3,L09,0
B1SVE,JB1SVE2,L18,B2BAL,JB2BAL2,L18,1085
B1SVE,JB1SVE2,L18,B2DOM,TB2DOM2,L08,0
B1SVE,JB1SVE2,L18,B2DOM,TB2DOM3,L08,4
B1SVE,JB1SVE2,L18,B2DOM,VB2DOM3,L09,0
B1SVE,JB1SVE2,L18,B2EUD,TB2EUD3,L08,3
B1SVE,JB1SVE2,L18,B2EUD,VB2EUD2,L09,8
B1SVE,JB1SVE2,L18,B2EUD,VB2EUD3,L09,5
B1SVE,JB1SVE2,L18,B2EUD,JB2EUD2,L18,43
B1SVE,JB1SVE2,L18,B2EUD,JB2EUD3,L18,6
B1SVE,JB1SVE2,L18,B2EUR,TB2EUR2,L08,5
B1SVE,JB1SVE2,L18,B2KAR,TB2KAR2,L08,0
B1SVE,JB1SVE2,L18,B2KUP,TB2KUP3,L08,1
B1SVE,JB1SVE2,L18,B2LUC,TB2LUC2,L08,0
B1SVE,JB1SVE2,L18,B2PRS,TB2PRS1,L08,0
B1SVE,JB1SVE2,L18,B2VHD,TB2VHD2,L08,692
B1SVE,JB1SVE2,L18,B2VHD,TB2VHD3,L08,79
B1SVE,JB1SVE2,L18,B2VHD,VB2VHD2,L09,11
B1SVE,JB1SVE2,L18,B2VHD,JB2VHD2,L18,2177
B1SVE,JB1SVE2,L18,B2VHD,JB2VHD3,L18,5208
B1SVE,JB1SVE2,L18,B2VHR,JB2VHR2,L18,204
B1SVE,JB1SVE2,L18,B2VIN,VB2VIN2,L09,0
B1SVE,JB1SVE2,L18,B2VIN,JB2VIN2,L18,1
B1SVE,JB1SVE2,L18,B2VUP,TB2VUP1,L08,0
B1SVE,JB1SVE2,L18,B3DER,TB3DER2,L08,0
B1SVE,JB1SVE2,L18,B3JEN,JB3JEN1,L18,49
B1SVE,JB1SVE2,L18,B3NAR,TB3NAR1,L08,0
B1SVE,JB1SVE2,L18,B3NAR,TB3NAR2,L08,21
B1SVE,JB1SVE2,L18,B3NAR,VB3NAR2,L09,1
B1SVE,JB1SVE2,L18,B4BOT,TB4BOT1,L08,13
B1SVE,JB1SVE2,L18,B4BOT,TB4BOT2,L08,409
B1SVE,JB1SVE2,L18,B4BOT,TB4BOT3,L08,25
B1SVE,JB1SVE2,L18,B4BOT,VB4BOT2,L09,251
B1SVE,JB1SVE2,L18,B4BOT,JB4BOT2,L18,425
B1SVE,JB1SVE2,L18,B4BOT,JB4BOT3,L18,157
B1SVE,JB1SVE2,L18,B4DEK,TB4DEK1,L08,384
B1SVE,JB1SVE2,L18,B4DEK,VB4DEK1,L09,15
B1SVE,JB1SVE2,L18,B4DRO,VB4DRO2,L09,0
B1SVE,JB1SVE2,L18,B4DUC,JB4DUC2,L18,33852
B1SVE,JB1SVE2,L18,B4FUL,TB4FUL1,L08,11
B1SVE,JB1SVE2,L18,B4FUL,JB4FUL1,L18,17564
B1SVE,JB1SVE2,L18,B4HAM,TB4HAM2,L08,1254
B1SVE,JB1SVE2,L18,B4HAM,VB4HAM2,L09,9
B1SVE,JB1SVE2,L18,B4HAM,JB4HAM2,L18,1237
B1SVE,JB1SVE2,L18,B4ILK,JB4ILK2,L18,582
B1SVE,JB1SVE2,L18,B4JAM,VB4JAM3,L09,14
B1SVE,JB1SVE2,L18,B4JAM,JB4JAM1,L18,46
B1SVE,JB1SVE2,L18,B4JAM,JB4JAM3,L18,87
B1SVE,JB1SVE2,L18,B4JMN,TB4JMN2,L08,171
B1SVE,JB1SVE2,L18,B4JMN,JB4JMN1,L18,759
B1SVE,JB1SVE2,L18,B4JMN,JB4JMN2,L18,13284
B1SVE,JB1SVE2,L18,B4JMN,JB4JMN3,L18,413
B1SVE,JB1SVE2,L18,B4JUR,VB4JUR3,L09,231
B1SVE,JB1SVE2,L18,B4JUR,JB4JUR3,L18,12076
B1SVE,JB1SVE2,L18,B4LAC,TB4LAC2,L08,14
B1SVE,JB1SVE2,L18,B4LAC,JB4LAC2,L18,126
B1SVE,JB1SVE2,L18,B4MLD,JB4MLD2,L18,524
B1SVE,JB1SVE2,L18,B4PRI,TB4PRI1,L08,0
B1SVE,JB1SVE2,L18,B4PRI,JB4PRI2,L18,0
B1SVE,JB1SVE2,L18,B4STG,TB4STG2,L08,73
B1SVE,JB1SVE2,L18,B4STG,JB4STG2,L18,3633
B1SVE,JB1SVE2,L18,B4STG,JB4STG3,L18,2413
B1SVE,JB1SVE2,L18,B4VET,JB4VET2,L18,321
B1SVE,JB1SVE2,L18,B5ANT,JB5ANT3,L18,1
B1SVE,JB1SVE2,L18,B5BEZ,TB5BEZ3,L08,447
B1SVE,JB1SVE2,L18,B5BEZ,JB5BEZ2,L18,3960
B1SVE,JB1SVE2,L18,B5BEZ,JB5BEZ3,L18,11400
B1SVE,JB1SVE2,L18,B5BUD,TB5BUD3,L08,203
B1SVE,JB1SVE2,L18,B5BUD,JB5BUD2,L18,4897
B1SVE,JB1SVE2,L18,B5BUD,JB5BUD3,L18,22880
B1SVE,JB1SVE2,L18,B5CUN,JB5CUN3,L18,512
B1SVE,JB1SVE2,L18,B5EIN,JB5EIN3,L18,45
B1SVE,JB1SVE2,L18,B5FED,VB5FED3,L09,26
B1SVE,JB1SVE2,L18,B5FED,JB5FED2,L18,63
B1SVE,JB1SVE2,L18,B5FED,JB5FED3,L18,563
B1SVE,JB1SVE2,L18,B5JAS,TB5JAS2,L08,212
B1SVE,JB1SVE2,L18,B5JAS,TB5JAS3,L08,2449
B1SVE,JB1SVE2,L18,B5JAS,VB5JAS2,L09,185
B1SVE,JB1SVE2,L18,B5JAS,VB5JAS3,L09,2142
B1SVE,JB1SVE2,L18,B5JAS,JB5JAS2,L18,48
B1SVE,JB1SVE2,L18,B5JAS,JB5JAS3,L18,4938
B1SVE,JB1SVE2,L18,B5JAZ,TB5JAZ1,L08,730
B1SVE,JB1SVE2,L18,B5JAZ,TB5JAZ3,L08,11827
B1SVE,JB1SVE2,L18,B5JAZ,VB5JAZ1,L09,887
B1SVE,JB1SVE2,L18,B5JAZ,VB5JAZ3,L09,7645
B1SVE,JB1SVE2,L18,B5JAZ,JB5JAZ1,L18,7401
B1SVE,JB1SVE2,L18,B5JAZ,JB5JAZ2,L18,367
B1SVE,JB1SVE2,L18,B5JAZ,JB5JAZ3,L18,40581
B1SVE,JB1SVE2,L18,B5KLO,TB5KLO3,L08,464
B1SVE,JB1SVE2,L18,B5KLO,JB5KLO3,L18,380
B1SVE,JB1SVE2,L18,B5KOV,TB5KOV3,L08,853
B1SVE,JB1SVE2,L18,B5KOV,VB5KOV3,L09,1051
B1SVE,JB1SVE2,L18,B5KOV,JB5KOV1,L18,3339
B1SVE,JB1SVE2,L18,B5KOV,JB5KOV2,L18,1937
B1SVE,JB1SVE2,L18,B5KOV,JB5KOV3,L18,13130
B1SVE,JB1SVE2,L18,B5KOZ,TB5KOZ2,L08,597
B1SVE,JB1SVE2,L18,B5KOZ,TB5KOZ3,L08,4099
B1SVE,JB1SVE2,L18,B5KOZ,VB5KOZ1,L09,19
B1SVE,JB1SVE2,L18,B5KOZ,VB5KOZ2,L09,578
B1SVE,JB1SVE2,L18,B5KOZ,VB5KOZ3,L09,7686
B1SVE,JB1SVE2,L18,B5KOZ,JB5KOZ1,L18,11272
B1SVE,JB1SVE2,L18,B5KOZ,JB5KOZ2,L18,24239
B1SVE,JB1SVE2,L18,B5KOZ,JB5KOZ3,L18,25201
B1SVE,JB1SVE2,L18,B5KPC,TB5KPC1,L08,542
B1SVE,JB1SVE2,L18,B5KPC,TB5KPC3,L08,2341
B1SVE,JB1SVE2,L18,B5KPC,VB5KPC1,L09,656
B1SVE,JB1SVE2,L18,B5KPC,VB5KPC2,L09,21
B1SVE,JB1SVE2,L18,B5KPC,VB5KPC3,L09,3404
B1SVE,JB1SVE2,L18,B5KPC,JB5KPC1,L18,15526
B1SVE,JB1SVE2,L18,B5KPC,JB5KPC2,L18,1021
B1SVE,JB1SVE2,L18,B5KPC,JB5KPC3,L18,83916
B1SVE,JB1SVE2,L18,B5LAC,TB5LAC1,L08,0
B1SVE,JB1SVE2,L18,B5LAC,JB5LAC2,L18,4997
B1SVE,JB1SVE2,L18,B5LAC,JB5LAC3,L18,0
B1SVE,JB1SVE2,L18,B5LEN,JB5LEN2,L18,183
B1SVE,JB1SVE2,L18,B5LIE,TB5LIE2,L08,103
B1SVE,JB1SVE2,L18,B5LIE,JB5LIE2,L18,16350
B1SVE,JB1SVE2,L18,B5LIE,JB5LIE3,L18,2009
B1SVE,JB1SVE2,L18,B5LUB,TB5LUB1,L08,1
B1SVE,JB1SVE2,L18,B5LUB,TB5LUB2,L08,1617
B1SVE,JB1SVE2,L18,B5LUB,TB5LUB3,L08,272
B1SVE,JB1SVE2,L18,B5LUB,VB5LUB2,L09,582
B1SVE,JB1SVE2,L18,B5LUB,JB5LUB2,L18,1587
B1SVE,JB1SVE2,L18,B5LUB,JB5LUB3,L18,759
B1SVE,JB1SVE2,L18,B5MED,TB5MED2,L08,11
B1SVE,JB1SVE2,L18,B5MED,JB5MED2,L18,253
B1SVE,JB1SVE2,L18,B5NED,TB5NED1,L08,32
B1SVE,JB1SVE2,L18,B5NED,VB5NED1,L09,23
B1SVE,JB1SVE2,L18,B5NED,JB5NED1,L18,7859
B1SVE,JB1SVE2,L18,B5NEI,JB5NEI1,L18,11
B1SVE,JB1SVE2,L18,B5NES,JB5NES4,L18,0
B1SVE,JB1SVE2,L18,B5PEC,TB5PEC1,L08,391
B1SVE,JB1SVE2,L18,B5PEC,TB5PEC2,L08,2732
B1SVE,JB1SVE2,L18,B5PEC,TB5PEC3,L08,4078
B1SVE,JB1SVE2,L18,B5PEC,VB5PEC1,L09,293
B1SVE,JB1SVE2,L18,B5PEC,VB5PEC2,L09,1078
B1SVE,JB1SVE2,L18,B5PEC,VB5PEC3,L09,4518
B1SVE,JB1SVE2,L18,B5PEC,JB5PEC1,L18,5876
B1SVE,JB1SVE2,L18,B5PEC,JB5PEC2,L18,25220
B1SVE,JB1SVE2,L18,B5PEC,JB5PEC3,L18,101177
B1SVE,JB1SVE2,L18,B5ROV,JB5ROV3,L18,127
B1SVE,JB1SVE2,L18,B5RUB,JB5RUB1,L18,573
B1SVE,JB1SVE2,L18,B5RUB,JB5RUB2,L18,3756
B1SVE,JB1SVE2,L18,B5SUS,JB5SUS2,L18,276
B1SVE,JB1SVE2,L18,B5UDE,TB5UDE2,L08,249
B1SVE,JB1SVE2,L18,B5UDE,VB5UDE2,L09,553
B1SVE,JB1SVE2,L18,B5UDE,VB5UDE3,L09,17
B1SVE,JB1SVE2,L18,B5UDE,JB5UDE2,L18,2985
B1SVE,JB1SVE2,L18,B5UDE,JB5UDE3,L18,2767
B1SVE,JB1SVE2,L18,B5VIG,TB5VIG2,L08,4621
B1SVE,JB1SVE2,L18,B5VIG,TB5VIG3,L08,226
B1SVE,JB1SVE2,L18,B5VIG,VB5VIG2,L09,2651
B1SVE,JB1SVE2,L18,B5VIG,JB5VIG2,L18,18119
B1SVE,JB1SVE2,L18,B5VIG,JB5VIG3,L18,5078
B1SVE,JB1SVE2,L18,B5VRA,TB5VRA2,L08,488
B1SVE,JB1SVE2,L18,B5VRA,JB5VRA1,L18,120
B1SVE,JB1SVE2,L18,B5VRA,JB5VRA2,L18,2728
B1SVE,JB1SVE2,L18,B5VRA,JB5VRA3,L18,7504
B1SVE,JB1SVE2,L18,B5ZNI,TB5ZNI2,L08,361
B1SVE,JB1SVE2,L18,B5ZNI,TB5ZNI3,L08,284
B1SVE,JB1SVE2,L18,B5ZNI,JB5ZNI2,L18,1490
B1SVE,JB1SVE2,L18,B5ZNI,JB5ZNI3,L18,178
B1SVE,JB1SVE3,L18,B1BOR,TB1BOR1,L08,1647
B1SVE,JB1SVE3,L18,B1BOR,VB1BOR1,L09,1028
B1SVE,JB1SVE3,L18,B1BOR,JB1BOR1,L18,3155
B1SVE,JB1SVE3,L18,B1BUD,TB1BUD1,L08,309
B1SVE,JB1SVE3,L18,B1BUD,TB1BUD2,L08,175
B1SVE,JB1SVE3,L18,B1BUD,JB1BUD1,L18,828
B1SVE,JB1SVE3,L18,B1BUI,TB1BUI2,L08,180
B1SVE,JB1SVE3,L18,B1BUI,VB1BUI2,L09,121
B1SVE,JB1SVE3,L18,B1BUI,JB1BUI2,L18,7590
B1SVE,JB1SVE3,L18,B1DRO,TB1DRO1,L08,1434
B1SVE,JB1SVE3,L18,B1DRO,TB1DRO2,L08,1989
B1SVE,JB1SVE3,L18,B1DRO,VB1DRO1,L09,1678
B1SVE,JB1SVE3,L18,B1DRO,VB1DRO2,L09,1293
B1SVE,JB1SVE3,L18,B1DRO,JB1DRO1,L18,24264
B1SVE,JB1SVE3,L18,B1DRO,JB1DRO2,L18,7089
B1SVE,JB1SVE3,L18,B1NLS,JB1NLS3,L18,5199
B1SVE,JB1SVE3,L18,B1PRV,JB1PRV3,L18,4322
B1SVE,JB1SVE3,L18,B1RYB,TB1RYB2,L08,0
B1SVE,JB1SVE3,L18,B1SVE,SB1SVE3,L07,8723
B1SVE,JB1SVE3,L18,B1SVE,TB1SVE1,L08,570
B1SVE,JB1SVE3,L18,B1SVE,TB1SVE2,L08,6
B1SVE,JB1SVE3,L18,B1SVE,TB1SVE3,L08,7811
B1SVE,JB1SVE3,L18,B1SVE,VB1SVE1,L09,503
B1SVE,JB1SVE3,L18,B1SVE,VB1SVE2,L09,15
B1SVE,JB1SVE3,L18,B1SVE,JB1SVE1,L18,12722
B1SVE,JB1SVE3,L18,B1SVE,JB1SVE2,L18,481
B1SVE,JB1SVE3,L18,B2EUR,TB2EUR1,L08,0
B1SVE,JB1SVE3,L18,B3DER,TB3DER3,L08,643
B1SVE,JB1SVE3,L18,B3DER,VB3DER3,L09,836
B1SVE,JB1SVE3,L18,B3DER,JB3DER3,L18,237
B1SVE,JB1SVE3,L18,B3LIM,JB3LIM2,L18,691
B1SVE,JB1SVE3,L18,B3NAR,TB3NAR2,L08,59
B1SVE,JB1SVE3,L18,B3NAR,JB3NAR2,L18,72
B1SVE,JB1SVE3,L18,B3ROZ,TB3ROZ2,L08,268
B1SVE,JB1SVE3,L18,B3ROZ,VB3ROZ2,L09,292
B1SVE,JB1SVE3,L18,B3ROZ,JB3ROZ1,L18,15
B1SVE,JB1SVE3,L18,B3ROZ,JB3ROZ2,L18,319
B1SVE,JB1SVE3,L18,B4BEN,JB4BEN1,L18,840
B1SVE,JB1SVE3,L18,B4BOT,JB4BOT1,L18,2233
B1SVE,JB1SVE3,L18,B4BOT,JB4BOT3,L18,4881
B1SVE,JB1SVE3,L18,B4DON,JB4DON1,L18,399
B1SVE,JB1SVE3,L18,B4DON,JB4DON3,L18,1282
B1SVE,JB1SVE3,L18,B4DRO,TB4DRO3,L08,0
B1SVE,JB1SVE3,L18,B4DUB,JB4DUB1,L18,64
B1SVE,JB1SVE3,L18,B4DUB,JB4DUB2,L18,303
B1SVE,JB1SVE3,L18,B4DUC,JB4DUC2,L18,13130
B1SVE,JB1SVE3,L18,B4DUC,JB4DUC3,L18,2116
B1SVE,JB1SVE3,L18,B4FRM,TB4FRM2,L08,315
B1SVE,JB1SVE3,L18,B4FRM,VB4FRM2,L09,329
B1SVE,JB1SVE3,L18,B4FRM,JB4FRM2,L18,237
B1SVE,JB1SVE3,L18,B4FUL,JB4FUL1,L18,910
B1SVE,JB1SVE3,L18,B4HAM,JB4HAM1,L18,3653
B1SVE,JB1SVE3,L18,B4HAM,JB4HAM2,L18,415
B1SVE,JB1SVE3,L18,B4HOD,TB4HOD1,L08,89
B1SVE,JB1SVE3,L18,B4HOD,JB4HOD1,L18,1218
B1SVE,JB1SVE3,L18,B4HOD,JB4HOD2,L18,2551
B1SVE,JB1SVE3,L18,B4HOD,JB4HOD3,L18,1248
B1SVE,JB1SVE3,L18,B4HUS,TB4HUS1,L08,12
B1SVE,JB1SVE3,L18,B4HUS,JB4HUS1,L18,4429
B1SVE,JB1SVE3,L18,B4ILK,TB4ILK1,L08,913
B1SVE,JB1SVE3,L18,B4ILK,TB4ILK2,L08,31
B1SVE,JB1SVE3,L18,B4ILK,TB4ILK3,L08,4758
B1SVE,JB1SVE3,L18,B4ILK,VB4ILK1,L09,1191
B1SVE,JB1SVE3,L18,B4ILK,VB4ILK3,L09,6003
B1SVE,JB1SVE3,L18,B4ILK,JB4ILK1,L18,26203
B1SVE,JB1SVE3,L18,B4ILK,JB4ILK2,L18,1821
B1SVE,JB1SVE3,L18,B4ILK,JB4ILK3,L18,44156
B1SVE,JB1SVE3,L18,B4JAM,JB4JAM1,L18,151
B1SVE,JB1SVE3,L18,B4JAM,JB4JAM2,L18,1232
B1SVE,JB1SVE3,L18,B4JMN,JB4JMN1,L18,1817
B1SVE,JB1SVE3,L18,B4JMN,JB4JMN2,L18,886
B1SVE,JB1SVE3,L18,B4JUR,JB4JUR2,L18,674
B1SVE,JB1SVE3,L18,B4JUR,JB4JUR3,L18,9579
B1SVE,JB1SVE3,L18,B4LAC,TB4LAC2,L08,73
B1SVE,JB1SVE3,L18,B4LAC,TB4LAC3,L08,64
B1SVE,JB1SVE3,L18,B4LAC,JB4LAC1,L18,47
B1SVE,JB1SVE3,L18,B4LAC,JB4LAC2,L18,1285
B1SVE,JB1SVE3,L18,B4LAC,JB4LAC3,L18,1897
B1SVE,JB1SVE3,L18,B4MLD,TB4MLD1,L08,146
B1SVE,JB1SVE3,L18,B4MLD,TB4MLD2,L08,89
B1SVE,JB1SVE3,L18,B4MLD,TB4MLD3,L08,1913
B1SVE,JB1SVE3,L18,B4MLD,VB4MLD1,L09,18
B1SVE,JB1SVE3,L18,B4MLD,VB4MLD2,L09,21
B1SVE,JB1SVE3,L18,B4MLD,VB4MLD3,L09,1682
B1SVE,JB1SVE3,L18,B4MLD,JB4MLD1,L18,1118
B1SVE,JB1SVE3,L18,B4MLD,JB4MLD2,L18,4913
B1SVE,JB1SVE3,L18,B4MLD,JB4MLD3,L18,11760
B1SVE,JB1SVE3,L18,B4POL,JB4POL1,L18,2425
