SITE_ID1,CELL_NAME1,RatBandShort1,SITE_ID2,CELL_NAME,RatBandShort2,HO Execution Successes [#]
B1BER,TB1BER1,L08,B1BER,SB1BER1,L07,42660
B1BER,TB1BER1,L08,B1BER,TB1BER2,L08,9950
B1BER,TB1BER1,L08,B1BER,TB1BER3,L08,58660
B1BER,TB1BER1,L08,B1BER,VB1BER2,L09,101
B1BER,TB1BER1,L08,B1BER,VB1BER3,L09,800
B1BER,TB1BER1,L08,B1BER,JB1BER2,L18,19
B1BER,TB1BER1,L08,B1BER,JB1BER3,L18,84
B1BER,TB1BER1,L08,B1ODB,TB1ODB1,L08,66051
B1BER,TB1BER1,L08,B1ODB,VB1ODB1,L09,504
B1BER,TB1BER1,L08,B1ODB,JB1ODB1,L18,449
B1BER,TB1BER1,L08,B1PLR,TB1PLR1,L08,1876
B1BER,TB1BER1,L08,B1PLR,JB1PLR1,L18,117
B1BER,TB1BER1,L08,B1STE,TB1STE1,L08,3029
B1BER,TB1BER1,L08,B2EUR,TB2EUR1,L08,21
B1BER,TB1BER1,L08,B2KAR,TB2KAR1,L08,14076
B1BER,TB1BER1,L08,B2KSC,TB2KSC3,L08,224
B1BER,TB1BER1,L08,B2KUP,TB2KUP1,L08,10039
B1BER,TB1BER1,L08,B2KUP,TB2KUP3,L08,10529
B1BER,TB1BER1,L08,B2MIL,TB2MIL1,L08,161
B1BER,TB1BER1,L08,B2PAL,TB2PAL3,L08,35681
B1BER,TB1BER1,L08,B3JEN,TB3JEN1,L08,905
B1BER,TB1BER1,L08,B3JES,TB3JES2,L08,861
B1BER,TB1BER1,L08,B3MIK,TB3MIK1,L08,4643
B1BER,TB1BER1,L08,B3MIK,TB3MIK2,L08,4892
B1BER,TB1BER1,L08,B3NTC,TB3NTC2,L08,2368
B1BER,TB1BER1,L08,B3RAC,TB3RAC2,L08,24457
B1BER,TB1BER1,L08,B3RAC,TB3RAC3,L08,84
B1BER,TB1BER1,L08,B3RAC,VB3RAC2,L09,218
B1BER,TB1BER1,L08,B3VAJ,TB3VAJ2,L08,9321
B1BER,TB1BER2,L08,B1BER,SB1BER2,L07,48492
B1BER,TB1BER2,L08,B1BER,TB1BER1,L08,9041
B1BER,TB1BER2,L08,B1BER,TB1BER3,L08,20068
B1BER,TB1BER2,L08,B1BER,VB1BER1,L09,113
B1BER,TB1BER2,L08,B1BER,VB1BER3,L09,119
B1BER,TB1BER2,L08,B1BER,JB1BER1,L18,16
B1BER,TB1BER2,L08,B1BER,JB1BER3,L18,81
B1BER,TB1BER2,L08,B1BLO,TB1BLO1,L08,12758
B1BER,TB1BER2,L08,B1DEL,JB1DEL1,L18,484
B1BER,TB1BER2,L08,B1LEH,TB1LEH1,L08,15989
B1BER,TB1BER2,L08,B1LEH,TB1LEH2,L08,18657
B1BER,TB1BER2,L08,B1LEH,TB1LEH3,L08,2135
B1BER,TB1BER2,L08,B1LEH,VB1LEH1,L09,342
B1BER,TB1BER2,L08,B1LEH,VB1LEH2,L09,16
B1BER,TB1BER2,L08,B1LEH,JB1LEH1,L18,478
B1BER,TB1BER2,L08,B1LEH,JB1LEH2,L18,705
B1BER,TB1BER2,L08,B1ODB,TB1ODB1,L08,7918
B1BER,TB1BER2,L08,B1ODB,TB1ODB2,L08,316
B1BER,TB1BER2,L08,B1ODB,TB1ODB3,L08,46169
B1BER,TB1BER2,L08,B1ODB,VB1ODB3,L09,478
B1BER,TB1BER2,L08,B1PLR,TB1PLR1,L08,4230
B1BER,TB1BER2,L08,B1PLR,TB1PLR2,L08,74
B1BER,TB1BER2,L08,B1PLR,TB1PLR3,L08,328
B1BER,TB1BER2,L08,B1PLR,VB1PLR1,L09,59
B1BER,TB1BER2,L08,B1PLR,JB1PLR1,L18,43
B1BER,TB1BER2,L08,B1PRV,TB1PRV2,L08,30
B1BER,TB1BER2,L08,B1RDL,TB1RDL1,L08,1613
B1BER,TB1BER2,L08,B1RDL,TB1RDL2,L08,66
B1BER,TB1BER2,L08,B1RDL,TB1RDL3,L08,22460
B1BER,TB1BER2,L08,B1RDL,VB1RDL3,L09,609
B1BER,TB1BER2,L08,B1SPI,TB1SPI1,L08,23
B1BER,TB1BER2,L08,B1STE,TB1STE1,L08,1924
B1BER,TB1BER2,L08,B1STE,TB1STE2,L08,867
B1BER,TB1BER2,L08,B1STE,TB1STE3,L08,468
B1BER,TB1BER2,L08,B2EUR,TB2EUR1,L08,64
B1BER,TB1BER2,L08,B2KAR,TB2KAR1,L08,317
B1BER,TB1BER2,L08,B2KUP,TB2KUP3,L08,247
B1BER,TB1BER2,L08,B3MIK,TB3MIK2,L08,2779
B1BER,TB1BER3,L08,B1BER,SB1BER1,L07,466
B1BER,TB1BER3,L08,B1BER,SB1BER3,L07,51493
B1BER,TB1BER3,L08,B1BER,TB1BER1,L08,57034
B1BER,TB1BER3,L08,B1BER,TB1BER2,L08,21397
B1BER,TB1BER3,L08,B1BER,VB1BER2,L09,304
B1BER,TB1BER3,L08,B1BER,JB1BER1,L18,36
B1BER,TB1BER3,L08,B1BER,JB1BER2,L18,26
B1BER,TB1BER3,L08,B1BLO,TB1BLO1,L08,1008
B1BER,TB1BER3,L08,B1LEH,TB1LEH1,L08,4400
B1BER,TB1BER3,L08,B1ODB,TB1ODB1,L08,847
B1BER,TB1BER3,L08,B1PLR,TB1PLR1,L08,7723
B1BER,TB1BER3,L08,B1PLR,TB1PLR3,L08,32012
B1BER,TB1BER3,L08,B1PLR,VB1PLR3,L09,224
B1BER,TB1BER3,L08,B1PLR,JB1PLR1,L18,708
B1BER,TB1BER3,L08,B1STE,TB1STE1,L08,28221
B1BER,TB1BER3,L08,B2KAR,TB2KAR1,L08,339
B1BER,TB1BER3,L08,B2KUP,TB2KUP1,L08,3927
B1BER,TB1BER3,L08,B2KUP,VB2KUP1,L09,2
B1BER,TB1BER3,L08,B2PAL,TB2PAL3,L08,13704
B1BER,TB1BER3,L08,B2PAL,VB2PAL3,L09,142
B1BER,TB1BER3,L08,B3JES,TB3JES2,L08,383
B1BER,TB1BER3,L08,B3MIK,TB3MIK1,L08,5069
B1BER,TB1BER3,L08,B3MIK,TB3MIK2,L08,57342
B1BER,TB1BER3,L08,B3MIK,TB3MIK3,L08,15454
B1BER,TB1BER3,L08,B3MIK,VB3MIK2,L09,511
B1BER,TB1BER3,L08,B3NTC,TB3NTC3,L08,701
B1BER,TB1BER3,L08,B3RAC,TB3RAC2,L08,7764
B1BER,TB1BER3,L08,B3RAC,TB3RAC3,L08,323
B1BER,TB1BER3,L08,B3VAJ,TB3VAJ2,L08,2073
B1BER,VB1BER1,L09,B1BER,SB1BER2,L07,9314
B1BER,VB1BER1,L09,B1BER,SB1BER3,L07,57503
B1BER,VB1BER1,L09,B1BER,TB1BER1,L08,18854
B1BER,VB1BER1,L09,B1BER,TB1BER2,L08,230
B1BER,VB1BER1,L09,B1BER,TB1BER3,L08,1076
B1BER,VB1BER1,L09,B1BER,JB1BER2,L18,16
B1BER,VB1BER1,L09,B1BER,JB1BER3,L18,92
B1BER,VB1BER1,L09,B1ODB,TB1ODB1,L08,1104
B1BER,VB1BER1,L09,B1ODB,VB1ODB1,L09,57086
B1BER,VB1BER1,L09,B1ODB,JB1ODB1,L18,452
B1BER,VB1BER1,L09,B1PLR,JB1PLR1,L18,80
B1BER,VB1BER1,L09,B1STE,VB1STE1,L09,520
B1BER,VB1BER1,L09,B2KAR,VB2KAR1,L09,11654
B1BER,VB1BER1,L09,B2KSC,VB2KSC3,L09,8
B1BER,VB1BER1,L09,B2KUP,VB2KUP1,L09,6790
B1BER,VB1BER1,L09,B2KUP,VB2KUP3,L09,7883
B1BER,VB1BER1,L09,B2PAL,TB2PAL3,L08,787
B1BER,VB1BER1,L09,B2PAL,VB2PAL3,L09,21364
B1BER,VB1BER1,L09,B3JEN,VB3JEN1,L09,622
B1BER,VB1BER1,L09,B3MIK,VB3MIK1,L09,318
B1BER,VB1BER1,L09,B3MIK,VB3MIK2,L09,1069
B1BER,VB1BER1,L09,B3MIK,VB3MIK3,L09,87
B1BER,VB1BER1,L09,B3NTC,TB3NTC2,L08,3
B1BER,VB1BER1,L09,B3NTC,VB3NTC2,L09,692
B1BER,VB1BER1,L09,B3RAC,TB3RAC2,L08,304
B1BER,VB1BER1,L09,B3RAC,VB3RAC2,L09,16374
B1BER,VB1BER1,L09,B3VAJ,VB3VAJ2,L09,6035
B1BER,VB1BER2,L09,B1BER,SB1BER1,L07,9393
B1BER,VB1BER2,L09,B1BER,SB1BER3,L07,21076
B1BER,VB1BER2,L09,B1BER,TB1BER1,L08,235
B1BER,VB1BER2,L09,B1BER,TB1BER2,L08,19034
B1BER,VB1BER2,L09,B1BER,TB1BER3,L08,541
B1BER,VB1BER2,L09,B1BER,JB1BER1,L18,23
B1BER,VB1BER2,L09,B1BER,JB1BER3,L18,198
B1BER,VB1BER2,L09,B1BLO,TB1BLO1,L08,9668
B1BER,VB1BER2,L09,B1BLO,JB1BLO1,L18,11163
B1BER,VB1BER2,L09,B1DEL,JB1DEL1,L18,5257
B1BER,VB1BER2,L09,B1LEH,TB1LEH1,L08,1094
B1BER,VB1BER2,L09,B1LEH,TB1LEH2,L08,624
B1BER,VB1BER2,L09,B1LEH,VB1LEH1,L09,14464
B1BER,VB1BER2,L09,B1LEH,VB1LEH2,L09,11660
B1BER,VB1BER2,L09,B1LEH,VB1LEH3,L09,1023
B1BER,VB1BER2,L09,B1LEH,JB1LEH1,L18,828
B1BER,VB1BER2,L09,B1LEH,JB1LEH2,L18,868
B1BER,VB1BER2,L09,B1MCU,VB1MCU1,L09,153
B1BER,VB1BER2,L09,B1ODB,TB1ODB1,L08,505
B1BER,VB1BER2,L09,B1ODB,TB1ODB2,L08,1
B1BER,VB1BER2,L09,B1ODB,TB1ODB3,L08,1580
B1BER,VB1BER2,L09,B1ODB,VB1ODB1,L09,6435
B1BER,VB1BER2,L09,B1ODB,VB1ODB2,L09,342
B1BER,VB1BER2,L09,B1ODB,VB1ODB3,L09,38845
B1BER,VB1BER2,L09,B1PLR,TB1PLR1,L08,229
B1BER,VB1BER2,L09,B1PLR,VB1PLR1,L09,3166
B1BER,VB1BER2,L09,B1PLR,VB1PLR2,L09,30
B1BER,VB1BER2,L09,B1PLR,VB1PLR3,L09,472
B1BER,VB1BER2,L09,B1PLR,JB1PLR1,L18,235
B1BER,VB1BER2,L09,B1PRA,VB1PRA3,L09,18
B1BER,VB1BER2,L09,B1RDL,TB1RDL1,L08,90
B1BER,VB1BER2,L09,B1RDL,TB1RDL3,L08,912
B1BER,VB1BER2,L09,B1RDL,VB1RDL1,L09,1330
B1BER,VB1BER2,L09,B1RDL,VB1RDL3,L09,15705
B1BER,VB1BER2,L09,B1STE,VB1STE1,L09,2807
B1BER,VB1BER2,L09,B1STE,VB1STE2,L09,60
B1BER,VB1BER2,L09,B2KAR,VB2KAR1,L09,162
B1BER,VB1BER2,L09,B3MIK,VB3MIK2,L09,1376
B1BER,VB1BER2,L09,B3MIK,VB3MIK3,L09,195
B1BER,VB1BER3,L09,B1BER,SB1BER1,L07,58276
B1BER,VB1BER3,L09,B1BER,SB1BER2,L07,22387
B1BER,VB1BER3,L09,B1BER,TB1BER1,L08,1707
B1BER,VB1BER3,L09,B1BER,TB1BER2,L08,296
B1BER,VB1BER3,L09,B1BER,TB1BER3,L08,22733
B1BER,VB1BER3,L09,B1BER,JB1BER1,L18,32
B1BER,VB1BER3,L09,B1BER,JB1BER2,L18,45
B1BER,VB1BER3,L09,B1BLO,TB1BLO1,L08,1768
B1BER,VB1BER3,L09,B1BLO,JB1BLO1,L18,1573
B1BER,VB1BER3,L09,B1LEH,VB1LEH1,L09,3183
B1BER,VB1BER3,L09,B1ODB,VB1ODB1,L09,432
B1BER,VB1BER3,L09,B1PLR,TB1PLR1,L08,372
B1BER,VB1BER3,L09,B1PLR,TB1PLR3,L08,313
B1BER,VB1BER3,L09,B1PLR,VB1PLR1,L09,2162
B1BER,VB1BER3,L09,B1PLR,VB1PLR3,L09,22805
B1BER,VB1BER3,L09,B1PLR,JB1PLR1,L18,996
B1BER,VB1BER3,L09,B1STE,TB1STE1,L08,837
B1BER,VB1BER3,L09,B1STE,VB1STE1,L09,27665
B1BER,VB1BER3,L09,B2KAR,VB2KAR1,L09,146
B1BER,VB1BER3,L09,B2KUP,TB2KUP1,L08,180
B1BER,VB1BER3,L09,B2KUP,VB2KUP1,L09,3066
B1BER,VB1BER3,L09,B2PAL,TB2PAL3,L08,679
B1BER,VB1BER3,L09,B2PAL,VB2PAL3,L09,13941
B1BER,VB1BER3,L09,B2PAL,JB2PAL3,L18,73
B1BER,VB1BER3,L09,B3JEN,VB3JEN1,L09,580
B1BER,VB1BER3,L09,B3JEN,VB3JEN2,L09,59
B1BER,VB1BER3,L09,B3JES,VB3JES1,L09,285
B1BER,VB1BER3,L09,B3MIK,TB3MIK1,L08,66
B1BER,VB1BER3,L09,B3MIK,TB3MIK2,L08,3192
B1BER,VB1BER3,L09,B3MIK,VB3MIK1,L09,3442
B1BER,VB1BER3,L09,B3MIK,VB3MIK2,L09,34943
B1BER,VB1BER3,L09,B3MIK,VB3MIK3,L09,16577
B1BER,VB1BER3,L09,B3NTC,VB3NTC3,L09,498
B1BER,VB1BER3,L09,B3RAC,TB3RAC2,L08,165
B1BER,VB1BER3,L09,B3RAC,VB3RAC2,L09,12100
B1BER,VB1BER3,L09,B3RAC,VB3RAC3,L09,453
B1BER,VB1BER3,L09,B3VAJ,VB3VAJ2,L09,4099
B1BER,VB1BER3,L09,B3VAJ,VB3VAJ3,L09,111
B1BER,JB1BER1,L18,B1BER,SB1BER1,L07,14732
B1BER,JB1BER1,L18,B1BER,TB1BER1,L08,11782
B1BER,JB1BER1,L18,B1BER,TB1BER2,L08,222
B1BER,JB1BER1,L18,B1BER,TB1BER3,L08,739
B1BER,JB1BER1,L18,B1BER,VB1BER2,L09,202
B1BER,JB1BER1,L18,B1BER,VB1BER3,L09,688
B1BER,JB1BER1,L18,B1LEH,JB1LEH1,L18,1142
B1BER,JB1BER1,L18,B1LEH,JB1LEH2,L18,356
B1BER,JB1BER1,L18,B1ODB,TB1ODB1,L08,549
B1BER,JB1BER1,L18,B1ODB,VB1ODB1,L09,468
B1BER,JB1BER1,L18,B1ODB,JB1ODB1,L18,184169
B1BER,JB1BER1,L18,B1PAL,JB1PAL1,L18,66
B1BER,JB1BER1,L18,B1PLR,JB1PLR1,L18,36742
B1BER,JB1BER1,L18,B2KAR,TB2KAR1,L08,427
B1BER,JB1BER1,L18,B2KAR,VB2KAR1,L09,441
B1BER,JB1BER1,L18,B2KAR,JB2KAR1,L18,26388
B1BER,JB1BER1,L18,B2KUP,VB2KUP3,L09,136
B1BER,JB1BER1,L18,B2KUP,JB2KUP1,L18,9871
B1BER,JB1BER1,L18,B2KUP,JB2KUP3,L18,6372
B1BER,JB1BER1,L18,B2PAL,JB2PAL3,L18,20375
B1BER,JB1BER1,L18,B2ZWS,JB2ZWS3,L18,343
B1BER,JB1BER1,L18,B3MIK,TB3MIK2,L08,33
B1BER,JB1BER1,L18,B3MIK,JB3MIK2,L18,243
B1BER,JB1BER1,L18,B3RAC,VB3RAC2,L09,119
B1BER,JB1BER1,L18,B3RAC,JB3RAC2,L18,16486
B1BER,JB1BER1,L18,B3VAJ,JB3VAJ2,L18,2750
B1BER,JB1BER2,L18,B1BER,SB1BER2,L07,13456
B1BER,JB1BER2,L18,B1BER,SB1BER3,L07,144
B1BER,JB1BER2,L18,B1BER,TB1BER1,L08,162
B1BER,JB1BER2,L18,B1BER,TB1BER2,L08,11727
B1BER,JB1BER2,L18,B1BER,TB1BER3,L08,147
B1BER,JB1BER2,L18,B1BER,VB1BER1,L09,138
B1BER,JB1BER2,L18,B1BER,JB1BER1,L18,19207
B1BER,JB1BER2,L18,B1BLO,JB1BLO1,L18,24797
B1BER,JB1BER2,L18,B1LEH,VB1LEH2,L09,46
B1BER,JB1BER2,L18,B1LEH,JB1LEH1,L18,9892
B1BER,JB1BER2,L18,B1LEH,JB1LEH2,L18,47571
B1BER,JB1BER2,L18,B1LEH,JB1LEH3,L18,1066
B1BER,JB1BER2,L18,B1MCU,JB1MCU1,L18,1806
B1BER,JB1BER2,L18,B1MCU,JB1MCU3,L18,100
B1BER,JB1BER2,L18,B1ODB,TB1ODB3,L08,1156
B1BER,JB1BER2,L18,B1ODB,VB1ODB3,L09,1071
B1BER,JB1BER2,L18,B1ODB,JB1ODB1,L18,9971
B1BER,JB1BER2,L18,B1ODB,JB1ODB2,L18,363
B1BER,JB1BER2,L18,B1ODB,JB1ODB3,L18,102604
B1BER,JB1BER2,L18,B1PAL,JB1PAL1,L18,352
B1BER,JB1BER2,L18,B1PAL,JB1PAL2,L18,250
B1BER,JB1BER2,L18,B1PAR,JB1PAR2,L18,196
B1BER,JB1BER2,L18,B1PLR,JB1PLR1,L18,6880
B1BER,JB1BER2,L18,B1RDL,TB1RDL3,L08,474
B1BER,JB1BER2,L18,B1RDL,VB1RDL3,L09,576
B1BER,JB1BER2,L18,B1RDL,JB1RDL1,L18,5135
B1BER,JB1BER2,L18,B1RDL,JB1RDL3,L18,8927
B1BER,JB1BER2,L18,B1STE,JB1STE2,L18,71
B1BER,JB1BER2,L18,B3MIK,TB3MIK2,L08,12
B1BER,JB1BER2,L18,B3MIK,JB3MIK2,L18,128
B1BER,JB1BER3,L18,B1BER,SB1BER1,L07,1260
B1BER,JB1BER3,L18,B1BER,SB1BER3,L07,21545
B1BER,JB1BER3,L18,B1BER,TB1BER1,L08,1478
B1BER,JB1BER3,L18,B1BER,TB1BER2,L08,563
B1BER,JB1BER3,L18,B1BER,TB1BER3,L08,16683
B1BER,JB1BER3,L18,B1BER,VB1BER2,L09,809
B1BER,JB1BER3,L18,B1BER,JB1BER1,L18,109808
B1BER,JB1BER3,L18,B1BER,JB1BER2,L18,85510
B1BER,JB1BER3,L18,B1BLO,JB1BLO1,L18,1962
B1BER,JB1BER3,L18,B1LEH,JB1LEH1,L18,33225
B1BER,JB1BER3,L18,B1LEH,JB1LEH2,L18,689
B1BER,JB1BER3,L18,B1MCU,JB1MCU1,L18,762
B1BER,JB1BER3,L18,B1ODB,JB1ODB1,L18,814
B1BER,JB1BER3,L18,B1PLR,TB1PLR3,L08,280
B1BER,JB1BER3,L18,B1PLR,VB1PLR3,L09,293
B1BER,JB1BER3,L18,B1PLR,JB1PLR1,L18,114407
B1BER,JB1BER3,L18,B1PLR,JB1PLR3,L18,15119
B1BER,JB1BER3,L18,B1STE,TB1STE1,L08,649
B1BER,JB1BER3,L18,B1STE,VB1STE1,L09,734
B1BER,JB1BER3,L18,B1STE,JB1STE1,L18,6092
B1BER,JB1BER3,L18,B2KUP,JB2KUP1,L18,1766
B1BER,JB1BER3,L18,B2PAL,TB2PAL3,L08,204
B1BER,JB1BER3,L18,B2PAL,JB2PAL3,L18,28531
B1BER,JB1BER3,L18,B3JEN,JB3JEN1,L18,1981
B1BER,JB1BER3,L18,B3MIK,TB3MIK2,L08,1755
B1BER,JB1BER3,L18,B3MIK,TB3MIK3,L08,465
B1BER,JB1BER3,L18,B3MIK,VB3MIK2,L09,1151
B1BER,JB1BER3,L18,B3MIK,VB3MIK3,L09,499
B1BER,JB1BER3,L18,B3MIK,JB3MIK1,L18,4467
B1BER,JB1BER3,L18,B3MIK,JB3MIK2,L18,67544
B1BER,JB1BER3,L18,B3MIK,JB3MIK3,L18,12449
B1BER,JB1BER3,L18,B3NTC,JB3NTC3,L18,34
B1BER,JB1BER3,L18,B3RAC,JB3RAC1,L18,940
B1BER,JB1BER3,L18,B3RAC,JB3RAC2,L18,10050
B1BER,JB1BER3,L18,B3RAC,JB3RAC3,L18,1433
B1BER,JB1BER3,L18,B3VAJ,JB3VAJ2,L18,1533
B1BLO,TB1BLO1,L08,B1BER,TB1BER2,L08,13343
B1BLO,TB1BLO1,L08,B1BER,TB1BER3,L08,1171
B1BLO,TB1BLO1,L08,B1BLO,JB1BLO1,L18,25841
B1BLO,JB1BLO1,L18,B1BER,TB1BER2,L08,431
B1BLO,JB1BLO1,L18,B1BER,TB1BER3,L08,45
B1BLO,JB1BLO1,L18,B1BER,VB1BER2,L09,510
B1BLO,JB1BLO1,L18,B1BER,JB1BER2,L18,20518
B1BLO,JB1BLO1,L18,B1BER,JB1BER3,L18,2190
B1BLO,JB1BLO1,L18,B1BLO,TB1BLO1,L08,5659
B1BLO,JB1BLO1,L18,B1LEH,JB1LEH1,L18,180
B1BOR,TB1BOR1,L08,B1BOR,SB1BOR1,L07,6028
B1BOR,TB1BOR1,L08,B1BOR,TB1BOR2,L08,2247
B1BOR,TB1BOR1,L08,B1BOR,VB1BOR2,L09,94
B1BOR,TB1BOR1,L08,B1BOR,JB1BOR2,L18,5
B1BOR,TB1BOR1,L08,B1BUD,TB1BUD1,L08,152
B1BOR,TB1BOR1,L08,B1BUD,TB1BUD2,L08,31
B1BOR,TB1BOR1,L08,B1BUI,TB1BUI1,L08,98
B1BOR,TB1BOR1,L08,B1DRO,TB1DRO1,L08,6132
B1BOR,TB1BOR1,L08,B1DRO,TB1DRO2,L08,913
B1BOR,TB1BOR1,L08,B1NLS,TB1NLS1,L08,106
B1BOR,TB1BOR1,L08,B1NLS,TB1NLS3,L08,616
B1BOR,TB1BOR1,L08,B1NSV,TB1NSV1,L08,158
B1BOR,TB1BOR1,L08,B1SVE,TB1SVE2,L08,3904
B1BOR,TB1BOR1,L08,B1SVE,TB1SVE3,L08,8298
B1BOR,TB1BOR1,L08,B1SVE,JB1SVE2,L18,94
B1BOR,TB1BOR1,L08,B1SVE,JB1SVE3,L18,1171
B1BOR,TB1BOR1,L08,B3LIM,TB3LIM2,L08,23
B1BOR,TB1BOR1,L08,B4BOT,TB4BOT1,L08,672
B1BOR,TB1BOR1,L08,B4DUB,TB4DUB2,L08,1111
B1BOR,TB1BOR1,L08,B4HAM,TB4HAM1,L08,20
B1BOR,TB1BOR1,L08,B4HOD,TB4HOD1,L08,221
B1BOR,TB1BOR1,L08,B4ILK,TB4ILK1,L08,3528
B1BOR,TB1BOR1,L08,B4ILK,TB4ILK2,L08,331
B1BOR,TB1BOR1,L08,B4ILK,TB4ILK3,L08,934
B1BOR,TB1BOR1,L08,B4LAC,TB4LAC2,L08,502
B1BOR,TB1BOR1,L08,B4MLD,TB4MLD1,L08,1463
B1BOR,TB1BOR1,L08,B4MLD,TB4MLD3,L08,1216
B1BOR,TB1BOR1,L08,B4PUP,TB4PUP1,L08,407
B1BOR,TB1BOR1,L08,B4STG,TB4STG1,L08,899
B1BOR,TB1BOR2,L08,B1BOR,SB1BOR2,L07,22997
B1BOR,TB1BOR2,L08,B1BOR,TB1BOR1,L08,979
B1BOR,TB1BOR2,L08,B1BOR,VB1BOR1,L09,69
B1BOR,TB1BOR2,L08,B1BOR,JB1BOR1,L18,11
B1BOR,TB1BOR2,L08,B1BUI,TB1BUI1,L08,4924
B1BOR,TB1BOR2,L08,B1DRO,TB1DRO1,L08,1367
B1BOR,TB1BOR2,L08,B1DUN,TB1DUN2,L08,0
B1BOR,TB1BOR2,L08,B1NLS,TB1NLS1,L08,7383
B1BOR,TB1BOR2,L08,B1NLS,TB1NLS2,L08,3146
B1BOR,TB1BOR2,L08,B1NLS,TB1NLS3,L08,546
B1BOR,TB1BOR2,L08,B1NSV,TB1NSV1,L08,2012
B1BOR,TB1BOR2,L08,B1NSV,TB1NSV3,L08,1043
B1BOR,TB1BOR2,L08,B1PAL,TB1PAL2,L08,1123
B1BOR,TB1BOR2,L08,B1PAL,TB1PAL3,L08,2664
B1BOR,TB1BOR2,L08,B1PAL,JB1PAL2,L18,179
B1BOR,TB1BOR2,L08,B1PRM,TB1PRM3,L08,12
B1BOR,TB1BOR2,L08,B1RDL,TB1RDL2,L08,17
B1BOR,TB1BOR2,L08,B1RP1,TB1RP11,L08,1
B1BOR,TB1BOR2,L08,B1RYB,TB1RYB2,L08,308
B1BOR,TB1BOR2,L08,B1RYB,JB1RYB2,L18,6
B1BOR,TB1BOR2,L08,B1SVE,TB1SVE2,L08,13269
B1BOR,TB1BOR2,L08,B1SVE,TB1SVE3,L08,9
B1BOR,TB1BOR2,L08,B1SVE,VB1SVE3,L09,0
B1BOR,TB1BOR2,L08,B1SVE,JB1SVE2,L18,1976
B1BOR,TB1BOR2,L08,B1ZIZ,TB1ZIZ2,L08,6492
B1BOR,TB1BOR2,L08,B1ZIZ,TB1ZIZ3,L08,382
B1BOR,TB1BOR2,L08,B2DOM,TB2DOM2,L08,0
B1BOR,TB1BOR2,L08,B2EUD,TB2EUD3,L08,16
B1BOR,TB1BOR2,L08,B2PTR,TB2PTR2,L08,12
B1BOR,TB1BOR2,L08,B2VHD,TB2VHD3,L08,258
B1BOR,TB1BOR2,L08,B2VIN,TB2VIN2,L08,2
B1BOR,TB1BOR2,L08,B2VIN,TB2VIN3,L08,53
B1BOR,TB1BOR2,L08,B3DER,TB3DER2,L08,0
B1BOR,TB1BOR2,L08,B3LIM,TB3LIM2,L08,0
B1BOR,TB1BOR2,L08,B3NAR,TB3NAR2,L08,96
B1BOR,TB1BOR2,L08,B4BOT,TB4BOT1,L08,957
B1BOR,TB1BOR2,L08,B4BOT,TB4BOT2,L08,1751
B1BOR,TB1BOR2,L08,B4DEK,TB4DEK1,L08,1067
B1BOR,TB1BOR2,L08,B4HAM,TB4HAM1,L08,18
B1BOR,TB1BOR2,L08,B4HAM,TB4HAM2,L08,440
B1BOR,TB1BOR2,L08,B4ILK,TB4ILK2,L08,392
B1BOR,TB1BOR2,L08,B4JMN,TB4JMN2,L08,2573
B1BOR,TB1BOR2,L08,B4JUR,TB4JUR3,L08,16
B1BOR,TB1BOR2,L08,B4MLD,TB4MLD1,L08,0
B1BOR,TB1BOR2,L08,B4PUP,TB4PUP2,L08,8
B1BOR,TB1BOR2,L08,B4STG,TB4STG2,L08,435
B1BOR,TB1BOR2,L08,B5BEZ,TB5BEZ3,L08,50
B1BOR,TB1BOR2,L08,B5BUD,TB5BUD2,L08,250
B1BOR,TB1BOR2,L08,B5BUD,TB5BUD3,L08,2319
B1BOR,TB1BOR2,L08,B5CER,TB5CER2,L08,303
B1BOR,TB1BOR2,L08,B5CER,TB5CER3,L08,266
B1BOR,TB1BOR2,L08,B5EIN,TB5EIN2,L08,3553
B1BOR,TB1BOR2,L08,B5EIN,TB5EIN3,L08,18335
B1BOR,TB1BOR2,L08,B5EIP,TB5EIP1,L08,53
B1BOR,TB1BOR2,L08,B5FED,TB5FED2,L08,12
B1BOR,TB1BOR2,L08,B5HAL,TB5HAL1,L08,2448
B1BOR,TB1BOR2,L08,B5HAL,TB5HAL2,L08,623
B1BOR,TB1BOR2,L08,B5HAL,TB5HAL3,L08,451
B1BOR,TB1BOR2,L08,B5INE,TB5INE2,L08,2
B1BOR,TB1BOR2,L08,B5INE,TB5INE3,L08,1647
B1BOR,TB1BOR2,L08,B5JAS,TB5JAS2,L08,1442
B1BOR,TB1BOR2,L08,B5JAS,TB5JAS3,L08,515
B1BOR,TB1BOR2,L08,B5JAZ,TB5JAZ1,L08,5855
B1BOR,TB1BOR2,L08,B5JAZ,TB5JAZ3,L08,5534
B1BOR,TB1BOR2,L08,B5JAZ,VB5JAZ1,L09,184
B1BOR,TB1BOR2,L08,B5KLO,TB5KLO2,L08,154
B1BOR,TB1BOR2,L08,B5KOZ,TB5KOZ1,L08,133
B1BOR,TB1BOR2,L08,B5KOZ,TB5KOZ3,L08,3977
B1BOR,TB1BOR2,L08,B5KPC,TB5KPC1,L08,254
B1BOR,TB1BOR2,L08,B5KPC,TB5KPC2,L08,631
B1BOR,TB1BOR2,L08,B5KPC,TB5KPC3,L08,9245
